age,sex,education,education-num,marital-status,workclass,occupation,hours-per-week,income,label
24,Female,HS-grad,9,Never-married,Private,Exec-managerial,40,<=50K,0
32,Male,HS-grad,9,Married,Private,Craft-repair,40,<=50K,0
44,Male,10th,6,Never-married,Self-emp,Craft-repair,50,<=50K,0
51,Male,Some-college,10,Married,Private,Exec-managerial,55,>50K,1
24,Male,Bachelors,13,Never-married,Private,Other-service,40,<=50K,0
26,Male,Masters,14,Married,Private,Prof-specialty,40,>50K,1
26,Female,HS-grad,9,Separated,Private,Sales,37,<=50K,0
25,Male,HS-grad,9,Married,Private,Other-service,30,<=50K,0
24,Male,HS-grad,9,Never-married,Private,Other-service,35,<=50K,0
31,Female,Some-college,10,Never-married,Private,Adm-clerical,35,<=50K,0
18,Female,HS-grad,9,Never-married,Private,Other-service,30,<=50K,0
37,Male,HS-grad,9,Separated,Private,Machine-op-inspct,60,<=50K,0
47,Male,Bachelors,13,Married,Federal-gov,Adm-clerical,48,>50K,1
53,Male,Assoc-voc,11,Married,State-gov,Prof-specialty,40,>50K,1
25,Male,Some-college,10,Never-married,Private,Machine-op-inspct,40,<=50K,0
43,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
53,Male,Some-college,10,Married,Private,Exec-managerial,40,>50K,1
33,Male,Some-college,10,Married,Private,Sales,45,>50K,1
49,Female,Some-college,10,Widowed,Private,Exec-managerial,40,>50K,1
21,Male,HS-grad,9,Never-married,Private,Adm-clerical,25,<=50K,0
53,Male,Bachelors,13,Separated,Federal-gov,Adm-clerical,40,<=50K,0
25,Female,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
53,Male,HS-grad,9,Married,Self-emp,Craft-repair,45,>50K,1
43,Female,Some-college,10,Married,Private,Other-service,20,>50K,1
31,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
37,Male,HS-grad,9,Married,Private,Machine-op-inspct,40,>50K,1
33,Male,Some-college,10,Married,Self-emp,Exec-managerial,50,>50K,1
44,Male,HS-grad,9,Married,Private,Craft-repair,65,>50K,1
42,Female,Assoc-acdm,12,Married-spouse-absent,Private,Exec-managerial,31,<=50K,0
54,Male,Masters,14,Married,Local-gov,Prof-specialty,50,>50K,1
28,Male,Bachelors,13,Married,Private,Prof-specialty,50,<=50K,0
28,Male,HS-grad,9,Never-married,Private,Craft-repair,35,<=50K,0
19,Male,HS-grad,9,Never-married,Self-emp,Sales,40,<=50K,0
44,Male,Some-college,10,Divorced,Self-emp,Sales,45,>50K,1
40,Female,HS-grad,9,Widowed,Private,Machine-op-inspct,40,<=50K,0
52,Male,Bachelors,13,Married,Federal-gov,Adm-clerical,40,>50K,1
28,Male,Some-college,10,Never-married,Private,Other-service,40,<=50K,0
37,Male,Prof-school,15,Never-married,Self-emp,Prof-specialty,55,>50K,1
53,Male,Masters,14,Married,Private,Exec-managerial,55,>50K,1
47,Male,Bachelors,13,Married,Local-gov,Prof-specialty,72,<=50K,0
39,Male,Assoc-acdm,12,Married,Private,Protective-serv,60,<=50K,0
42,Male,Assoc-acdm,12,Married,Private,Exec-managerial,40,>50K,1
43,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
53,Male,Some-college,10,Married,Self-emp,Farming-fishing,30,<=50K,0
26,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,48,<=50K,0
30,Male,Some-college,10,Divorced,Private,Transport-moving,40,<=50K,0
18,Female,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
20,Male,10th,6,Never-married,Private,Other-service,35,<=50K,0
23,Male,HS-grad,9,Never-married,Private,Sales,40,<=50K,0
45,Female,Assoc-acdm,12,Divorced,Private,Exec-managerial,56,>50K,1
21,Male,Some-college,10,Never-married,Private,Sales,40,<=50K,0
42,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,40,<=50K,0
43,Male,Some-college,10,Never-married,Private,Exec-managerial,50,<=50K,0
42,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
61,Female,HS-grad,9,Divorced,Private,Sales,38,<=50K,0
53,Male,Some-college,10,Married,Private,Tech-support,40,<=50K,0
30,Female,Some-college,10,Never-married,Private,Sales,35,<=50K,0
41,Male,Some-college,10,Married,Private,Transport-moving,48,>50K,1
25,Female,Masters,14,Never-married,Private,Other-service,37,<=50K,0
21,Male,HS-grad,9,Never-married,Self-emp,Farming-fishing,40,<=50K,0
32,Male,Bachelors,13,Married,State-gov,Prof-specialty,45,>50K,1
34,Male,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
31,Male,11th,7,Separated,Private,Other-service,38,<=50K,0
64,Male,Assoc-acdm,12,Married,Private,Craft-repair,40,>50K,1
40,Female,7th-8th,4,Divorced,Private,Farming-fishing,40,<=50K,0
35,Male,Bachelors,13,Married,Private,Sales,60,>50K,1
26,Female,Bachelors,13,Never-married,Private,Prof-specialty,20,<=50K,0
47,Male,Some-college,10,Married,Federal-gov,Exec-managerial,40,<=50K,0
70,Male,Some-college,10,Married,Self-emp,Sales,40,<=50K,0
27,Male,Assoc-acdm,12,Married,Private,Adm-clerical,40,>50K,1
38,Male,Assoc-acdm,12,Divorced,Self-emp,Exec-managerial,45,<=50K,0
29,Male,HS-grad,9,Married,State-gov,Craft-repair,40,>50K,1
43,Male,Bachelors,13,Married,Local-gov,Prof-specialty,40,>50K,1
29,Female,Assoc-voc,11,Never-married,Private,Adm-clerical,40,<=50K,0
32,Female,Bachelors,13,Married,Private,Adm-clerical,24,>50K,1
34,Male,Bachelors,13,Married,Local-gov,Exec-managerial,55,>50K,1
34,Male,Bachelors,13,Married,Private,Exec-managerial,45,>50K,1
35,Male,HS-grad,9,Divorced,Private,Craft-repair,40,<=50K,0
49,Male,Some-college,10,Married,Private,Other-service,32,<=50K,0
39,Male,Some-college,10,Married,Private,Exec-managerial,47,>50K,1
51,Female,Some-college,10,Divorced,Local-gov,Protective-serv,40,<=50K,0
48,Male,Masters,14,Divorced,State-gov,Prof-specialty,40,>50K,1
18,Female,12th,8,Never-married,Private,Sales,24,<=50K,0
18,Male,Some-college,10,Never-married,Private,Sales,28,<=50K,0
48,Male,Masters,14,Married,Private,Craft-repair,54,>50K,1
32,Male,Assoc-voc,11,Divorced,Self-emp,Sales,50,<=50K,0
53,Female,Doctorate,16,Divorced,Private,Exec-managerial,55,>50K,1
18,Male,11th,7,Never-married,Private,Prof-specialty,40,<=50K,0
35,Male,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
49,Male,Masters,14,Married,Self-emp,Sales,40,>50K,1
30,Female,Some-college,10,Never-married,Private,Machine-op-inspct,40,<=50K,0
46,Female,Assoc-acdm,12,Never-married,Private,Prof-specialty,36,<=50K,0
31,Male,Bachelors,13,Married,Private,Sales,40,>50K,1
35,Male,Bachelors,13,Married,Self-emp,Sales,40,<=50K,0
31,Female,HS-grad,9,Married,Private,Adm-clerical,37,<=50K,0
29,Female,HS-grad,9,Never-married,Private,Adm-clerical,44,<=50K,0
51,Male,HS-grad,9,Married,Private,Craft-repair,40,<=50K,0
23,Female,Bachelors,13,Never-married,Private,Exec-managerial,40,<=50K,0
45,Male,Bachelors,13,Married,Private,Sales,50,<=50K,0
46,Female,Assoc-voc,11,Divorced,State-gov,Tech-support,42,<=50K,0
58,Male,Masters,14,Married,State-gov,Exec-managerial,40,>50K,1
29,Male,12th,8,Married,Private,Machine-op-inspct,40,<=50K,0
47,Male,Bachelors,13,Married,Private,Prof-specialty,50,>50K,1
19,Male,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
59,Male,HS-grad,9,Married,Private,Machine-op-inspct,40,>50K,1
28,Male,Some-college,10,Married,Private,Craft-repair,50,>50K,1
21,Male,Some-college,10,Never-married,Private,Sales,35,<=50K,0
55,Female,HS-grad,9,Widowed,Private,Sales,40,<=50K,0
28,Female,Assoc-voc,11,Married,Local-gov,Prof-specialty,36,>50K,1
71,Female,HS-grad,9,Widowed,Self-emp,Adm-clerical,35,<=50K,0
28,Male,HS-grad,9,Married,Private,Exec-managerial,45,>50K,1
26,Male,Masters,14,Never-married,Private,Prof-specialty,20,<=50K,0
25,Male,Assoc-acdm,12,Never-married,Self-emp,Sales,60,<=50K,0
45,Male,Bachelors,13,Married,Private,Exec-managerial,60,>50K,1
48,Male,HS-grad,9,Married,Private,Exec-managerial,50,<=50K,0
35,Male,Assoc-voc,11,Married,Private,Adm-clerical,36,<=50K,0
44,Male,Masters,14,Married,Private,Exec-managerial,50,>50K,1
23,Female,Bachelors,13,Never-married,Private,Sales,40,<=50K,0
54,Male,HS-grad,9,Married,Private,Sales,50,>50K,1
30,Male,Some-college,10,Never-married,Private,Machine-op-inspct,40,<=50K,0
31,Female,Some-college,10,Never-married,Private,Tech-support,50,<=50K,0
43,Male,Some-college,10,Never-married,Private,Adm-clerical,45,<=50K,0
55,Female,HS-grad,9,Divorced,Private,Sales,40,<=50K,0
24,Female,Some-college,10,Divorced,Private,Other-service,36,<=50K,0
22,Male,Some-college,10,Married,Private,Exec-managerial,45,<=50K,0
35,Female,Bachelors,13,Divorced,Private,Other-service,40,<=50K,0
68,Female,Masters,14,Never-married,Private,Adm-clerical,20,<=50K,0
36,Female,HS-grad,9,Divorced,Private,Craft-repair,40,<=50K,0
22,Male,HS-grad,9,Married,Private,Craft-repair,30,<=50K,0
27,Female,Bachelors,13,Never-married,Private,Prof-specialty,40,<=50K,0
31,Female,10th,6,Never-married,Private,Adm-clerical,40,<=50K,0
45,Female,Masters,14,Divorced,Local-gov,Prof-specialty,40,<=50K,0
33,Male,HS-grad,9,Married-spouse-absent,Private,Sales,20,<=50K,0
39,Male,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
38,Male,Some-college,10,Divorced,Private,Craft-repair,44,<=50K,0
42,Male,Assoc-acdm,12,Married,Private,Adm-clerical,42,>50K,1
50,Male,12th,8,Divorced,Private,Transport-moving,40,<=50K,0
28,Male,Assoc-voc,11,Married,Private,Craft-repair,42,<=50K,0
57,Male,Assoc-voc,11,Never-married,Federal-gov,Tech-support,40,<=50K,0
33,Male,Bachelors,13,Married,Private,Prof-specialty,65,<=50K,0
31,Female,Some-college,10,Divorced,Private,Exec-managerial,60,<=50K,0
52,Female,10th,6,Widowed,Private,Machine-op-inspct,40,<=50K,0
24,Female,Some-college,10,Never-married,Local-gov,Protective-serv,40,<=50K,0
58,Male,Bachelors,13,Married,Federal-gov,Exec-managerial,40,>50K,1
39,Female,Assoc-voc,11,Married,Private,Exec-managerial,55,>50K,1
38,Female,HS-grad,9,Divorced,Private,Other-service,40,<=50K,0
38,Female,Some-college,10,Never-married,Private,Other-service,30,<=50K,0
36,Male,HS-grad,9,Married,Private,Machine-op-inspct,48,>50K,1
22,Female,Assoc-voc,11,Never-married,Private,Other-service,30,<=50K,0
27,Male,Some-college,10,Married,State-gov,Exec-managerial,40,>50K,1
40,Male,Assoc-acdm,12,Married,Self-emp,Exec-managerial,65,>50K,1
25,Male,Bachelors,13,Never-married,Private,Exec-managerial,40,<=50K,0
30,Female,Assoc-voc,11,Never-married,Private,Prof-specialty,40,<=50K,0
44,Female,Some-college,10,Married-spouse-absent,Private,Adm-clerical,40,<=50K,0
35,Female,Bachelors,13,Married,State-gov,Prof-specialty,40,>50K,1
18,Male,11th,7,Never-married,Private,Handlers-cleaners,40,<=50K,0
32,Male,Some-college,10,Married,Private,Exec-managerial,40,>50K,1
65,Male,Masters,14,Married,Private,Prof-specialty,50,>50K,1
33,Male,Bachelors,13,Married,Local-gov,Sales,50,<=50K,0
32,Female,Some-college,10,Divorced,Private,Adm-clerical,41,<=50K,0
23,Male,11th,7,Never-married,Private,Craft-repair,60,<=50K,0
36,Male,9th,5,Married,Private,Machine-op-inspct,40,<=50K,0
20,Female,HS-grad,9,Married,Private,Adm-clerical,40,<=50K,0
37,Male,Bachelors,13,Never-married,Private,Prof-specialty,45,>50K,1
41,Male,HS-grad,9,Never-married,Private,Craft-repair,42,>50K,1
27,Female,11th,7,Never-married,Private,Prof-specialty,50,<=50K,0
31,Female,HS-grad,9,Never-married,Private,Sales,45,<=50K,0
32,Female,Some-college,10,Separated,Private,Machine-op-inspct,70,<=50K,0
18,Female,HS-grad,9,Never-married,Private,Sales,24,<=50K,0
33,Female,Bachelors,13,Divorced,Private,Exec-managerial,40,<=50K,0
25,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
37,Male,Prof-school,15,Married,Private,Sales,45,>50K,1
28,Male,Bachelors,13,Never-married,Private,Exec-managerial,40,<=50K,0
22,Female,Some-college,10,Never-married,Private,Adm-clerical,30,<=50K,0
30,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,40,<=50K,0
29,Female,Assoc-voc,11,Divorced,Private,Other-service,45,<=50K,0
46,Female,Some-college,10,Divorced,Private,Prof-specialty,40,<=50K,0
45,Male,HS-grad,9,Married,Private,Adm-clerical,40,>50K,1
65,Female,10th,6,Widowed,Private,Sales,20,<=50K,0
51,Male,Masters,14,Married,Private,Tech-support,40,>50K,1
25,Male,12th,8,Never-married,Private,Handlers-cleaners,43,<=50K,0
72,Male,5th-6th,3,Married,Self-emp,Exec-managerial,20,<=50K,0
41,Male,Some-college,10,Never-married,Private,Adm-clerical,35,<=50K,0
54,Male,Bachelors,13,Married,Local-gov,Prof-specialty,40,>50K,1
34,Female,Bachelors,13,Never-married,State-gov,Prof-specialty,48,>50K,1
55,Male,HS-grad,9,Married,Private,Adm-clerical,40,<=50K,0
50,Male,Assoc-acdm,12,Married,Private,Handlers-cleaners,45,>50K,1
22,Male,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
46,Male,Masters,14,Widowed,State-gov,Protective-serv,40,<=50K,0
47,Female,Some-college,10,Separated,Private,Other-service,35,<=50K,0
50,Male,Prof-school,15,Married,Self-emp,Prof-specialty,50,>50K,1
31,Male,Bachelors,13,Divorced,Self-emp,Craft-repair,60,<=50K,0
52,Female,HS-grad,9,Widowed,Self-emp,Other-service,43,<=50K,0
35,Female,HS-grad,9,Divorced,Private,Sales,30,<=50K,0
23,Male,HS-grad,9,Married,Private,Machine-op-inspct,40,<=50K,0
48,Male,Masters,14,Married,Private,Transport-moving,55,>50K,1
41,Male,Some-college,10,Married,Private,Exec-managerial,60,>50K,1
28,Male,Some-college,10,Married,Self-emp,Exec-managerial,70,<=50K,0
61,Male,Doctorate,16,Married,State-gov,Prof-specialty,40,>50K,1
18,Male,11th,7,Never-married,Private,Other-service,40,<=50K,0
24,Female,HS-grad,9,Divorced,Private,Sales,48,<=50K,0
70,Female,HS-grad,9,Divorced,Private,Other-service,28,<=50K,0
31,Female,Some-college,10,Never-married,Private,Farming-fishing,45,<=50K,0
45,Male,HS-grad,9,Married,Local-gov,Protective-serv,40,>50K,1
64,Male,Bachelors,13,Married,Self-emp,Exec-managerial,50,<=50K,0
53,Female,11th,7,Divorced,Private,Other-service,40,<=50K,0
27,Female,Masters,14,Never-married,Private,Exec-managerial,40,<=50K,0
27,Male,HS-grad,9,Married,Private,Machine-op-inspct,45,<=50K,0
46,Female,Masters,14,Never-married,State-gov,Prof-specialty,40,<=50K,0
20,Female,Some-college,10,Never-married,Private,Other-service,20,<=50K,0
23,Female,Some-college,10,Never-married,Private,Adm-clerical,30,<=50K,0
28,Female,10th,6,Divorced,Private,Sales,40,<=50K,0
34,Female,Assoc-voc,11,Never-married,Local-gov,Craft-repair,40,<=50K,0
36,Male,Bachelors,13,Married,Private,Prof-specialty,55,<=50K,0
40,Female,11th,7,Never-married,Private,Machine-op-inspct,37,<=50K,0
71,Female,Some-college,10,Never-married,Private,Other-service,60,<=50K,0
46,Female,HS-grad,9,Married,Private,Sales,40,>50K,1
22,Male,Some-college,10,Never-married,Private,Other-service,40,<=50K,0
53,Male,HS-grad,9,Married,Private,Adm-clerical,40,>50K,1
23,Male,7th-8th,4,Never-married,Private,Machine-op-inspct,40,<=50K,0
42,Male,HS-grad,9,Divorced,Private,Craft-repair,45,<=50K,0
54,Male,Assoc-acdm,12,Married,Self-emp,Sales,50,>50K,1
29,Female,Masters,14,Never-married,Private,Prof-specialty,50,<=50K,0
45,Male,Bachelors,13,Married,Private,Exec-managerial,55,>50K,1
34,Female,Some-college,10,Divorced,Private,Other-service,40,<=50K,0
44,Male,Assoc-acdm,12,Married,Private,Farming-fishing,60,>50K,1
49,Male,HS-grad,9,Married,Private,Machine-op-inspct,40,<=50K,0
39,Male,HS-grad,9,Married,Self-emp,Craft-repair,50,>50K,1
23,Male,Some-college,10,Married,Private,Craft-repair,40,<=50K,0
61,Male,Assoc-acdm,12,Married,Private,Exec-managerial,42,<=50K,0
20,Male,11th,7,Never-married,Private,Transport-moving,60,<=50K,0
25,Female,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
23,Female,Some-college,10,Never-married,Private,Handlers-cleaners,35,<=50K,0
65,Male,HS-grad,9,Married,Self-emp,Sales,50,<=50K,0
25,Female,Some-college,10,Never-married,Private,Other-service,34,<=50K,0
26,Male,Bachelors,13,Never-married,Private,Other-service,40,<=50K,0
31,Female,Some-college,10,Separated,Private,Sales,40,<=50K,0
38,Female,Some-college,10,Divorced,State-gov,Adm-clerical,40,<=50K,0
63,Male,HS-grad,9,Divorced,Private,Protective-serv,40,<=50K,0
38,Female,HS-grad,9,Never-married,Private,Sales,40,<=50K,0
60,Female,7th-8th,4,Divorced,Private,Adm-clerical,35,<=50K,0
60,Male,Some-college,10,Married,Federal-gov,Adm-clerical,40,>50K,1
48,Female,Assoc-acdm,12,Separated,Federal-gov,Adm-clerical,40,<=50K,0
25,Female,Bachelors,13,Never-married,Private,Prof-specialty,21,<=50K,0
27,Male,HS-grad,9,Married,Private,Handlers-cleaners,40,<=50K,0
33,Male,Some-college,10,Married,Private,Craft-repair,40,>50K,1
42,Female,HS-grad,9,Married,Private,Sales,40,>50K,1
54,Male,Assoc-acdm,12,Married,Private,Sales,45,<=50K,0
40,Male,10th,6,Married,Private,Transport-moving,40,<=50K,0
36,Female,Some-college,10,Separated,State-gov,Prof-specialty,32,<=50K,0
18,Male,11th,7,Never-married,Private,Handlers-cleaners,24,<=50K,0
27,Male,Bachelors,13,Never-married,Private,Craft-repair,45,<=50K,0
40,Female,11th,7,Divorced,Private,Other-service,36,<=50K,0
20,Male,Some-college,10,Never-married,Private,Transport-moving,60,<=50K,0
36,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
24,Male,Some-college,10,Never-married,Local-gov,Protective-serv,40,<=50K,0
27,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,40,<=50K,0
26,Female,Bachelors,13,Never-married,Private,Prof-specialty,35,<=50K,0
18,Male,11th,7,Never-married,Private,Handlers-cleaners,25,<=50K,0
20,Male,HS-grad,9,Never-married,Private,Adm-clerical,30,<=50K,0
19,Male,Some-college,10,Never-married,Private,Other-service,20,<=50K,0
24,Male,Bachelors,13,Never-married,Private,Tech-support,40,<=50K,0
29,Female,HS-grad,9,Never-married,Private,Adm-clerical,55,<=50K,0
41,Male,HS-grad,9,Divorced,Private,Craft-repair,40,<=50K,0
42,Male,Bachelors,13,Married,Private,Exec-managerial,60,<=50K,0
22,Male,Some-college,10,Married,Private,Handlers-cleaners,28,<=50K,0
55,Male,HS-grad,9,Married,Self-emp,Sales,50,>50K,1
49,Male,Bachelors,13,Married,Self-emp,Prof-specialty,40,>50K,1
48,Male,HS-grad,9,Married,Self-emp,Exec-managerial,80,<=50K,0
30,Male,HS-grad,9,Married,Federal-gov,Adm-clerical,40,>50K,1
21,Male,Some-college,10,Never-married,Private,Machine-op-inspct,40,<=50K,0
29,Male,HS-grad,9,Divorced,Private,Machine-op-inspct,40,<=50K,0
22,Male,Some-college,10,Never-married,Private,Craft-repair,40,<=50K,0
29,Female,HS-grad,9,Separated,Private,Sales,35,<=50K,0
24,Male,Some-college,10,Married,Private,Craft-repair,40,<=50K,0
54,Male,Some-college,10,Married,State-gov,Protective-serv,40,>50K,1
40,Male,Bachelors,13,Married,Private,Sales,45,>50K,1
36,Male,HS-grad,9,Married,Private,Machine-op-inspct,44,>50K,1
37,Male,HS-grad,9,Married,Self-emp,Exec-managerial,65,>50K,1
24,Male,Bachelors,13,Married,Local-gov,Prof-specialty,20,<=50K,0
28,Male,11th,7,Never-married,Private,Machine-op-inspct,40,<=50K,0
40,Male,Bachelors,13,Married,Private,Prof-specialty,40,<=50K,0
36,Female,HS-grad,9,Divorced,Private,Other-service,30,<=50K,0
38,Male,HS-grad,9,Married,Private,Adm-clerical,60,>50K,1
41,Male,Some-college,10,Married,Private,Sales,50,<=50K,0
58,Male,HS-grad,9,Widowed,Private,Sales,38,<=50K,0
35,Male,Assoc-voc,11,Never-married,Private,Tech-support,40,<=50K,0
33,Male,HS-grad,9,Separated,Private,Craft-repair,40,<=50K,0
22,Male,Some-college,10,Never-married,Private,Craft-repair,35,<=50K,0
23,Female,Some-college,10,Never-married,Private,Adm-clerical,25,<=50K,0
51,Male,Masters,14,Never-married,State-gov,Prof-specialty,40,>50K,1
56,Male,HS-grad,9,Married,Private,Craft-repair,35,>50K,1
27,Female,HS-grad,9,Married,Local-gov,Protective-serv,40,<=50K,0
34,Male,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
40,Male,7th-8th,4,Married,Private,Machine-op-inspct,40,>50K,1
48,Male,11th,7,Married,Private,Machine-op-inspct,56,<=50K,0
20,Male,HS-grad,9,Never-married,Private,Transport-moving,45,<=50K,0
52,Female,HS-grad,9,Separated,State-gov,Other-service,35,<=50K,0
42,Female,Some-college,10,Divorced,Private,Adm-clerical,40,<=50K,0
39,Male,Bachelors,13,Married,Private,Exec-managerial,40,>50K,1
35,Male,Assoc-acdm,12,Never-married,Self-emp,Sales,40,<=50K,0
27,Female,Some-college,10,Never-married,Private,Other-service,34,<=50K,0
58,Male,Bachelors,13,Divorced,Private,Transport-moving,45,<=50K,0
45,Male,Some-college,10,Married,Local-gov,Prof-specialty,47,>50K,1
26,Male,11th,7,Never-married,Private,Sales,45,<=50K,0
42,Female,Prof-school,15,Married,Private,Sales,40,>50K,1
45,Male,Some-college,10,Married-spouse-absent,State-gov,Other-service,40,<=50K,0
28,Male,Bachelors,13,Never-married,Private,Prof-specialty,47,<=50K,0
30,Male,HS-grad,9,Married,Private,Craft-repair,32,<=50K,0
56,Male,Some-college,10,Married,Private,Craft-repair,50,>50K,1
48,Female,Masters,14,Divorced,Private,Exec-managerial,40,>50K,1
28,Female,HS-grad,9,Divorced,Private,Handlers-cleaners,36,<=50K,0
36,Female,Some-college,10,Divorced,Private,Prof-specialty,40,<=50K,0
24,Male,Some-college,10,Never-married,Private,Craft-repair,40,<=50K,0
39,Female,Assoc-acdm,12,Married,Private,Tech-support,45,<=50K,0
32,Female,HS-grad,9,Never-married,Private,Handlers-cleaners,40,<=50K,0
29,Female,Some-college,10,Divorced,Private,Prof-specialty,36,<=50K,0
57,Female,HS-grad,9,Widowed,Private,Other-service,25,<=50K,0
33,Male,Bachelors,13,Married,Private,Prof-specialty,50,>50K,1
23,Female,Bachelors,13,Never-married,Private,Sales,45,<=50K,0
26,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,40,<=50K,0
23,Female,HS-grad,9,Married,Private,Sales,40,<=50K,0
29,Male,Bachelors,13,Married,Private,Sales,45,>50K,1
22,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
26,Female,HS-grad,9,Married,Private,Sales,20,<=50K,0
44,Male,Bachelors,13,Married,Private,Exec-managerial,50,>50K,1
22,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,40,<=50K,0
35,Male,Bachelors,13,Married,Private,Prof-specialty,45,>50K,1
44,Male,12th,8,Divorced,Private,Transport-moving,40,<=50K,0
53,Male,HS-grad,9,Married,Private,Exec-managerial,60,>50K,1
26,Female,Some-college,10,Never-married,Private,Exec-managerial,40,<=50K,0
20,Female,Some-college,10,Never-married,Federal-gov,Adm-clerical,40,<=50K,0
34,Male,Masters,14,Married,State-gov,Exec-managerial,38,<=50K,0
42,Male,Some-college,10,Married,Private,Machine-op-inspct,40,<=50K,0
26,Male,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
41,Male,Prof-school,15,Married,Self-emp,Prof-specialty,60,>50K,1
21,Female,Some-college,10,Never-married,Private,Sales,20,<=50K,0
38,Male,Bachelors,13,Married,Self-emp,Prof-specialty,70,<=50K,0
27,Male,Some-college,10,Married,Private,Prof-specialty,50,>50K,1
63,Male,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
19,Female,12th,8,Never-married,Private,Farming-fishing,30,<=50K,0
32,Female,HS-grad,9,Married,Private,Other-service,40,<=50K,0
45,Male,Bachelors,13,Married,Private,Sales,55,<=50K,0
20,Female,Some-college,10,Never-married,Private,Tech-support,24,<=50K,0
26,Male,HS-grad,9,Never-married,Private,Transport-moving,40,<=50K,0
23,Female,Some-college,10,Never-married,Private,Adm-clerical,24,<=50K,0
28,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,40,<=50K,0
24,Female,Some-college,10,Married,Private,Other-service,35,<=50K,0
48,Female,Bachelors,13,Divorced,Private,Exec-managerial,40,<=50K,0
42,Female,11th,7,Never-married,Private,Machine-op-inspct,40,<=50K,0
72,Female,11th,7,Divorced,Private,Other-service,35,<=50K,0
32,Male,HS-grad,9,Married,Private,Craft-repair,48,>50K,1
30,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
57,Male,Prof-school,15,Married,Self-emp,Prof-specialty,30,>50K,1
33,Female,Assoc-acdm,12,Divorced,Private,Machine-op-inspct,42,<=50K,0
59,Male,Bachelors,13,Divorced,Federal-gov,Adm-clerical,40,<=50K,0
33,Male,Bachelors,13,Married,Private,Prof-specialty,50,<=50K,0
29,Female,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
33,Female,11th,7,Separated,Private,Sales,20,<=50K,0
42,Male,Masters,14,Never-married,Local-gov,Prof-specialty,22,<=50K,0
31,Male,HS-grad,9,Never-married,Private,Transport-moving,50,<=50K,0
34,Male,Some-college,10,Married,Self-emp,Sales,60,>50K,1
24,Male,Some-college,10,Never-married,Private,Machine-op-inspct,40,<=50K,0
26,Male,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
42,Male,Some-college,10,Married,Local-gov,Craft-repair,40,>50K,1
26,Female,Some-college,10,Divorced,Private,Sales,28,<=50K,0
40,Female,HS-grad,9,Widowed,Private,Machine-op-inspct,37,<=50K,0
23,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,50,<=50K,0
35,Male,HS-grad,9,Divorced,Private,Exec-managerial,50,<=50K,0
33,Male,Masters,14,Married,Private,Prof-specialty,37,>50K,1
44,Male,HS-grad,9,Married,Private,Sales,35,>50K,1
48,Female,Bachelors,13,Divorced,Private,Exec-managerial,50,>50K,1
66,Female,7th-8th,4,Widowed,Private,Other-service,20,<=50K,0
28,Male,7th-8th,4,Married,Private,Craft-repair,40,<=50K,0
59,Male,HS-grad,9,Married,Private,Transport-moving,45,>50K,1
37,Male,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
25,Female,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
36,Male,10th,6,Married,Private,Machine-op-inspct,40,<=50K,0
53,Male,HS-grad,9,Never-married,Self-emp,Craft-repair,35,<=50K,0
50,Male,12th,8,Never-married,Private,Protective-serv,40,<=50K,0
53,Male,Bachelors,13,Married,Local-gov,Prof-specialty,40,<=50K,0
39,Female,Bachelors,13,Married,Private,Prof-specialty,30,>50K,1
55,Male,HS-grad,9,Married,Self-emp,Exec-managerial,60,<=50K,0
25,Male,HS-grad,9,Never-married,Private,Machine-op-inspct,36,<=50K,0
23,Female,HS-grad,9,Married,Private,Machine-op-inspct,40,<=50K,0
